,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
annual population survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONS Crown Copyright Reserved [from Nomis on 4 January 2021],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis   :,variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confidence :,95% confidence interval of percent figure (+/-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date       :,Jul 2019-Jun 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,mnemonic,Numerator,Denominator,% all in employment who work in - A:agriculture and fishing (SIC 2007),Conf,Numerator,Denominator,"% all in employment who work in - B,D,E:energy and water (SIC 2007)",Conf,Numerator,Denominator,% all in employment who work in - C:manufacturing (SIC 2007),Conf,Numerator,Denominator,% all in employment who work in - F:construction (SIC 2007),Conf,Numerator,Denominator,"% all in employment who work in - G,I:distribution, hotels and restaurants (SIC 2007)",Conf,Numerator,Denominator,"% all in employment who work in - H,J:transport and communications (SIC 2007)",Conf,Numerator,Denominator,"% all in employment who work in - K-N:banking, finance and insurance (SIC 2007)",Conf,Numerator,Denominator,% all in employment who work in - O-Q:public admin. education and health (SIC 2007),Conf,Numerator,Denominator,% all in employment who work in - R-U:other services (SIC 2007),Conf,Numerator,Denominator,% all in employment who work in - G-U:total services (SIC 2007),Conf
pca10:Guildford,E14000719,!,60600,!,!,!,60600,!,!,6300,60600,10.4,6.2,2300,60600,3.8,*,10600,60600,17.5,7.7,6600,60600,11.0,*,11100,60600,18.4,7.8,20800,60600,34.3,9.6,2400,60600,4.0,*,51500,60600,85.1,7.2
pca10:Hastings and Rye,E14000735,!,59200,!,!,!,59200,!,!,3500,59200,5.9,*,9000,59200,15.2,6.8,17000,59200,28.7,8.6,2300,59200,3.9,*,10800,59200,18.2,7.3,14000,59200,23.7,8.1,1900,59200,3.2,*,46000,59200,77.7,7.9
pca10:Havant,E14000736,!,41100,!,!,#,41100,5.4,*,5200,41100,12.7,*,5000,41100,12.2,*,7300,41100,17.8,9.8,3900,41100,9.6,*,7200,41100,17.4,9.8,8500,41100,20.6,10.4,!,41100,!,!,27700,41100,67.5,12.1
pca10:Henley,E14000742,!,49300,!,!,!,49300,!,!,6000,49300,12.2,6.5,3800,49300,7.6,*,7900,49300,15.9,7.2,5400,49300,10.9,6.2,11400,49300,23.1,8.3,10500,49300,21.3,8.1,3800,49300,7.7,*,38900,49300,78.8,8.1
pca10:Horsham,E14000753,!,51300,!,!,!,51300,!,!,7700,51300,15.1,7.1,2300,51300,4.6,*,6400,51300,12.6,6.5,5800,51300,11.3,6.2,11700,51300,22.9,8.3,12100,51300,23.6,8.4,2300,51300,4.6,*,38400,51300,75.0,8.5
pca10:Hove,E14000755,!,64800,!,!,!,64800,!,!,4300,64800,6.7,3.5,3500,64800,5.4,3.1,10600,64800,16.3,5.1,6800,64800,10.4,4.2,17100,64800,26.4,6.1,18500,64800,28.5,6.3,3200,64800,4.9,3.0,56100,64800,86.5,4.7
pca10:Isle of Wight,E14000762,800,59600,1.4,*,1000,59600,1.6,*,6100,59600,10.2,2.4,4100,59600,6.9,2.1,11500,59600,19.2,3.2,3100,59600,5.2,1.8,8900,59600,14.9,2.9,20000,59600,33.5,3.8,4200,59600,7.0,2.1,47600,59600,79.8,3.2
pca10:Lewes,E14000786,!,48900,!,!,!,48900,!,!,3100,48900,6.4,*,3500,48900,7.2,*,7000,48900,14.4,6.9,3400,48900,7.0,*,9100,48900,18.6,7.7,16000,48900,32.6,9.2,4800,48900,9.9,*,40400,48900,82.5,7.5
pca10:Maidenhead,E14000803,!,53900,!,!,900,53900,1.7,*,5900,53900,10.9,2.8,3300,53900,6.1,2.1,6500,53900,12.0,2.9,9100,53900,16.8,3.3,13800,53900,25.6,3.9,12700,53900,23.5,3.8,1800,53900,3.3,1.6,43800,53900,81.2,3.5
pca10:Maidstone and The Weald,E14000804,!,62700,!,!,!,62700,!,!,3700,62700,5.9,*,7500,62700,12.0,*,10400,62700,16.6,8.7,6800,62700,10.8,*,15400,62700,24.5,10.0,14900,62700,23.7,9.9,2600,62700,4.2,*,50100,62700,79.8,9.3
pca10:Meon Valley,E14000811,!,48200,!,!,!,48200,!,!,6300,48200,13.1,7.1,4500,48200,9.2,*,7400,48200,15.4,7.6,2400,48200,5.0,*,8700,48200,18.1,8.1,14900,48200,31.0,9.7,1600,48200,3.4,*,35100,48200,72.9,9.3
pca10:Mid Sussex,E14000817,!,58900,!,!,!,58900,!,!,!,58900,!,!,!,58900,!,!,5100,58900,8.7,*,4200,58900,7.1,*,13500,58900,22.9,10.3,29300,58900,49.7,12.2,3300,58900,5.6,*,55400,58900,94.0,5.8
pca10:Milton Keynes North,E14000821,!,69100,!,!,!,69100,!,!,6500,69100,9.4,3.2,3500,69100,5.0,2.4,14800,69100,21.4,4.6,6900,69100,10.1,3.3,15100,69100,21.9,4.6,15700,69100,22.7,4.6,6100,69100,8.8,3.1,58600,69100,84.9,4.0
pca10:Milton Keynes South,E14000822,!,71000,!,!,!,71000,!,!,4700,71000,6.6,2.7,4400,71000,6.2,2.6,12300,71000,17.3,4.1,10100,71000,14.3,3.8,13900,71000,19.5,4.3,19200,71000,27.1,4.9,5500,71000,7.7,2.9,61000,71000,85.9,3.8
pca10:Mole Valley,E14000824,!,56200,!,!,!,56200,!,!,3200,56200,5.7,*,6500,56200,11.6,6.2,5900,56200,10.5,5.9,5400,56200,9.6,5.7,10600,56200,18.8,7.6,14700,56200,26.2,8.5,9000,56200,16.0,7.1,45500,56200,81.1,7.6
pca10:New Forest East,E14000827,1600,44900,3.5,*,!,44900,!,!,2900,44900,6.6,*,!,44900,!,!,8500,44900,18.9,8.1,2200,44900,5.0,*,7200,44900,16.0,7.6,12900,44900,28.7,9.4,7400,44900,16.4,7.7,38100,44900,85.0,7.4
pca10:New Forest West,E14000828,!,43900,!,!,!,43900,!,!,3800,43900,8.7,*,3300,43900,7.5,*,12700,43900,28.9,9.2,1800,43900,4.1,*,6500,43900,14.8,7.2,12900,43900,29.4,9.3,2300,43900,5.2,*,36200,43900,82.5,7.7
pca10:Newbury,E14000830,1300,62400,2.0,1.4,1000,62400,1.6,*,7600,62400,12.2,3.2,3400,62400,5.5,2.2,10800,62400,17.3,3.7,7900,62400,12.7,3.3,12900,62400,20.7,4.0,13400,62400,21.5,4.0,3800,62400,6.1,2.3,48800,62400,78.3,4.0
pca10:North East Hampshire,E14000844,!,56900,!,!,!,56900,!,!,3800,56900,6.6,*,3200,56900,5.6,*,6500,56900,11.5,5.6,10700,56900,18.8,6.9,11900,56900,21.0,7.2,17500,56900,30.8,8.1,2900,56900,5.1,*,49600,56900,87.2,5.9
pca10:North Thanet,E14000852,!,48200,!,!,!,48200,!,!,!,48200,!,!,3400,48200,7.0,*,13500,48200,28.0,10.4,3600,48200,7.6,*,7500,48200,15.6,8.4,14300,48200,29.8,10.6,1600,48200,3.3,*,40600,48200,84.2,8.4
pca10:North West Hampshire,E14000857,!,58800,!,!,!,58800,!,!,5100,58800,8.7,5.0,2300,58800,3.9,*,8300,58800,14.1,6.1,7600,58800,13.0,5.9,11100,58800,18.9,6.9,21800,58800,37.1,8.5,1700,58800,3.0,*,50600,58800,86.0,6.1
pca10:Oxford East,E14000873,!,59200,!,!,!,59200,!,!,2800,59200,4.7,*,#,59200,2.7,*,7400,59200,12.4,7.0,8000,59200,13.5,7.2,3700,59200,6.3,*,31000,59200,52.3,10.6,4800,59200,8.0,*,54800,59200,92.6,5.5
pca10:Oxford West and Abingdon,E14000874,!,68700,!,!,!,68700,!,!,2900,68700,4.2,*,5600,68700,8.2,4.8,8400,68700,12.2,5.8,6800,68700,9.9,5.3,14100,68700,20.5,7.1,26900,68700,39.2,8.6,3600,68700,5.2,*,59800,68700,87.0,5.9
pca10:Portsmouth North,E14000883,!,53200,!,!,700,53200,1.3,*,6700,53200,12.6,4.0,4000,53200,7.4,3.1,7100,53200,13.4,4.1,5000,53200,9.4,3.5,6000,53200,11.3,3.8,19600,53200,36.8,5.8,3300,53200,6.2,2.9,41000,53200,77.1,5.0
pca10:Portsmouth South,E14000884,!,52700,!,!,!,52700,!,!,2700,52700,5.1,2.7,4300,52700,8.2,3.3,11400,52700,21.7,5.0,4900,52700,9.3,3.5,8000,52700,15.3,4.4,18200,52700,34.6,5.8,3100,52700,5.8,2.8,45700,52700,86.7,4.1
pca10:Reading East,E14000889,!,59800,!,!,2500,59800,4.1,2.0,3900,59800,6.6,2.5,2600,59800,4.4,2.1,11100,59800,18.6,4.0,10100,59800,16.9,3.8,12800,59800,21.3,4.2,15000,59800,25.0,4.4,1900,59800,3.1,1.8,50800,59800,85.0,3.6
pca10:Reading West,E14000890,!,55200,!,!,1300,55200,2.4,*,3500,55200,6.3,2.6,5700,55200,10.3,3.3,9100,55200,16.4,4.0,7600,55200,13.7,3.7,12400,55200,22.4,4.5,13700,55200,24.8,4.6,1800,55200,3.3,1.9,44600,55200,80.7,4.2
pca10:Reigate,E14000893,!,53700,!,!,!,53700,!,!,!,53700,!,!,2500,53700,4.7,*,5200,53700,9.6,*,4400,53700,8.2,*,23200,53700,43.3,11.7,13400,53700,25.0,10.2,3300,53700,6.1,*,49600,53700,92.4,6.3
pca10:Rochester and Strood,E14000898,!,56400,!,!,2400,56400,4.3,*,5200,56400,9.1,4.1,5300,56400,9.4,4.2,7800,56400,13.8,4.9,5600,56400,10.0,4.3,8500,56400,15.1,5.1,15800,56400,28.1,6.4,5200,56400,9.1,4.1,42900,56400,76.0,6.1
pca10:Romsey and Southampton North,E14000901,!,39600,!,!,!,39600,!,!,2200,39600,5.6,*,4200,39600,10.5,5.6,6700,39600,17.0,6.8,1600,39600,4.0,*,8400,39600,21.2,7.4,14300,39600,36.1,8.7,2200,39600,5.5,*,33200,39600,83.9,6.7
pca10:Runnymede and Weybridge,E14000907,!,57100,!,!,!,57100,!,!,7000,57100,12.3,7.2,3200,57100,5.5,*,5800,57100,10.2,*,12200,57100,21.4,9.0,9000,57100,15.7,8.0,10200,57100,17.9,8.4,6900,57100,12.0,*,44100,57100,77.2,9.3
pca10:Sevenoaks,E14000918,!,40100,!,!,!,40100,!,!,!,40100,!,!,5300,40100,13.2,*,6900,40100,17.3,*,!,40100,!,!,13500,40100,33.6,13.2,9800,40100,24.4,12.0,!,40100,!,!,33300,40100,83.0,10.5
pca10:Sittingbourne and Sheppey,E14000927,!,48600,!,!,1900,48600,3.8,*,4900,48600,10.2,*,4700,48600,9.6,5.8,6800,48600,14.1,6.8,4800,48600,9.8,5.8,6900,48600,14.2,6.9,15300,48600,31.5,9.1,1900,48600,4.0,*,35800,48600,73.6,8.6
pca10:Slough,E14000930,!,71900,!,!,1400,71900,1.9,*,5100,71900,7.1,2.3,2400,71900,3.4,1.6,14400,71900,20.1,3.6,13700,71900,19.1,3.5,10600,71900,14.8,3.2,18000,71900,25.0,3.9,5900,71900,8.2,2.5,62600,71900,87.1,3.0
pca10:South Thanet,E14000948,!,45100,!,!,!,45100,!,!,2500,45100,5.6,*,3400,45100,7.6,*,11000,45100,24.3,9.8,2500,45100,5.4,*,9300,45100,20.5,9.2,12200,45100,26.9,10.1,3100,45100,6.8,*,37900,45100,84.0,8.4
pca10:South West Surrey,E14000953,!,53300,!,!,!,53300,!,!,3300,53300,6.2,*,2500,53300,4.8,*,9700,53300,18.1,7.0,5000,53300,9.4,5.3,12500,53300,23.4,7.7,17400,53300,32.8,8.5,2500,53300,4.7,*,47100,53300,88.4,5.8
"pca10:Southampton, Itchen",E14000955,!,60500,!,!,1700,60500,2.9,*,4400,60500,7.3,3.0,4100,60500,6.7,2.9,11200,60500,18.5,4.5,9600,60500,15.8,4.2,8900,60500,14.7,4.1,16500,60500,27.2,5.1,4000,60500,6.5,2.9,50100,60500,82.8,4.4
"pca10:Southampton, Test",E14000956,!,60400,!,!,!,60400,!,!,4800,60400,7.9,3.1,2300,60400,3.8,2.2,12700,60400,21.1,4.8,6100,60400,10.1,3.5,10800,60400,17.8,4.5,21600,60400,35.7,5.6,2000,60400,3.3,*,53100,60400,88.0,3.8
pca10:Spelthorne,E14000959,!,52900,!,!,!,52900,!,!,3700,52900,7.0,*,3400,52900,6.3,*,6300,52900,11.9,5.8,11900,52900,22.4,7.5,9200,52900,17.4,6.8,14200,52900,26.8,8.0,2400,52900,4.5,*,43900,52900,82.9,6.8
pca10:Surrey Heath,E14000983,!,54400,!,!,!,54400,!,!,6200,54400,11.4,*,#,54400,3.4,*,9000,54400,16.6,8.3,9900,54400,18.2,8.6,5700,54400,10.4,*,17200,54400,31.7,10.4,4000,54400,7.4,*,45800,54400,84.2,8.1
pca10:Tonbridge and Malling,E14000997,!,54300,!,!,!,54300,!,!,2500,54300,4.6,*,5100,54300,9.5,*,12800,54300,23.6,9.4,3100,54300,5.7,*,5700,54300,10.4,*,21000,54300,38.8,10.8,3000,54300,5.4,*,45500,54300,83.9,8.2
pca10:Tunbridge Wells,E14001004,!,50500,!,!,!,50500,!,!,!,50500,!,!,2400,50500,4.8,*,6100,50500,12.1,*,6900,50500,13.6,7.5,18500,50500,36.6,10.6,12300,50500,24.3,9.5,2300,50500,4.6,*,46100,50500,91.2,6.2
pca10:Wantage,E14001015,!,71200,!,!,!,71200,!,!,7400,71200,10.5,4.9,5200,71200,7.4,4.2,10400,71200,14.6,5.7,9200,71200,12.9,5.4,17300,71200,24.3,6.9,13400,71200,18.8,6.3,6500,71200,9.1,4.6,56700,71200,79.6,6.5
pca10:Wealden,E14001023,#,57500,2.2,*,!,57500,!,!,2400,57500,4.2,*,2500,57500,4.4,*,8700,57500,15.2,6.5,5000,57500,8.7,5.1,16700,57500,29.1,8.2,18100,57500,31.5,8.4,2700,57500,4.8,*,51300,57500,89.2,5.6
pca10:Winchester,E14001041,!,44900,!,!,!,44900,!,!,5700,44900,12.8,7.4,3200,44900,7.1,*,!,44900,!,!,2900,44900,6.4,*,10900,44900,24.3,9.5,14600,44900,32.5,10.3,5800,44900,13.0,*,36000,44900,80.1,8.8
pca10:Windsor,E14001042,~,54900,0.5,*,1100,54900,2.0,1.2,5100,54900,9.2,2.5,2700,54900,5.0,1.8,8300,54900,15.0,3.0,8600,54900,15.7,3.1,11100,54900,20.3,3.4,14300,54900,26.0,3.7,3300,54900,6.0,2.0,45600,54900,83.0,3.2
pca10:Witney,E14001046,!,55400,!,!,!,55400,!,!,4300,55400,7.7,4.7,4600,55400,8.2,4.8,10900,55400,19.7,7.0,5700,55400,10.4,5.3,7400,55400,13.4,5.9,15600,55400,28.1,7.8,6500,55400,11.8,5.6,46200,55400,83.4,6.5
pca10:Woking,E14001047,!,56200,!,!,!,56200,!,!,4300,56200,7.6,*,5000,56200,8.8,*,4700,56200,8.4,*,6000,56200,10.6,6.7,12900,56200,22.9,9.1,18700,56200,33.2,10.2,3900,56200,6.9,*,46100,56200,82.1,8.3
pca10:Wokingham,E14001048,!,55000,!,!,1200,55000,2.2,*,5400,55000,9.8,2.8,2500,55000,4.5,2.0,6700,55000,12.2,3.1,7600,55000,13.9,3.3,13200,55000,24.1,4.1,14400,55000,26.3,4.2,3700,55000,6.8,2.4,45800,55000,83.2,3.6
pca10:Worthing West,E14001055,!,39400,!,!,2400,39400,6.2,*,3900,39400,9.9,*,3300,39400,8.3,*,6100,39400,15.4,8.7,4600,39400,11.8,*,6800,39400,17.2,9.1,10600,39400,26.9,10.7,!,39400,!,!,29800,39400,75.6,10.4
pca10:Wycombe,E14001056,!,59200,!,!,1300,59200,2.1,*,9900,59200,16.7,6.6,6700,59200,11.3,5.6,8600,59200,14.6,6.2,4400,59200,7.4,4.6,12400,59200,20.9,7.2,13400,59200,22.6,7.4,2000,59200,3.4,*,40800,59200,68.9,8.1
pca10:Bath,E14000547,!,53400,!,!,1100,53400,2.1,*,1900,53400,3.6,2.0,3500,53400,6.6,2.7,9700,53400,18.2,4.2,4000,53400,7.4,2.8,8700,53400,16.2,4.0,21300,53400,39.9,5.3,2600,53400,4.9,2.3,46300,53400,86.7,3.7
pca10:Bournemouth East,E14000584,!,56700,!,!,!,56700,!,!,3200,56700,5.6,2.7,2800,56700,5.0,2.5,13400,56700,23.7,4.9,4900,56700,8.7,3.3,11500,56700,20.3,4.7,17700,56700,31.2,5.4,2300,56700,4.0,2.3,49900,56700,87.9,3.8
pca10:Bournemouth West,E14000585,!,56700,!,!,!,56700,!,!,4200,56700,7.4,3.1,3100,56700,5.4,2.7,18300,56700,32.3,5.6,3500,56700,6.1,2.9,12000,56700,21.2,4.9,11400,56700,20.1,4.8,3600,56700,6.3,2.9,48800,56700,86.0,4.2
pca10:Bridgwater and West Somerset,E14000595,2600,61600,4.2,*,2500,61600,4.1,*,6100,61600,9.9,4.8,3500,61600,5.7,*,12700,61600,20.6,6.6,6600,61600,10.7,5.0,9700,61600,15.7,5.9,14500,61600,23.6,6.9,3000,61600,4.8,*,46400,61600,75.4,7.0
pca10:Bristol East,E14000599,!,58600,!,!,!,58600,!,!,4500,58600,7.7,4.0,4800,58600,8.1,4.1,7800,58600,13.3,5.1,3600,58600,6.2,*,9200,58600,15.7,5.5,24500,58600,41.8,7.4,2600,58600,4.5,*,47800,58600,81.6,5.8
pca10:Bristol North West,E14000600,!,54300,!,!,!,54300,!,!,1600,54300,2.9,*,3300,54300,6.1,*,6800,54300,12.6,5.4,7400,54300,13.6,5.6,12500,54300,23.0,6.9,19100,54300,35.1,7.8,3000,54300,5.5,*,48800,54300,89.9,4.9
pca10:Bristol South,E14000601,!,66400,!,!,1600,66400,2.4,*,3200,66400,4.9,*,6200,66400,9.3,4.3,10600,66400,16.0,5.4,6000,66400,9.1,4.2,11700,66400,17.6,5.6,22500,66400,34.0,7.0,4200,66400,6.3,3.6,55100,66400,82.9,5.5
pca10:Bristol West,E14000602,!,68300,!,!,2100,68300,3.0,*,5700,68300,8.3,4.1,2800,68300,4.1,*,5800,68300,8.5,4.1,8600,68300,12.5,4.9,16200,68300,23.6,6.2,25500,68300,37.2,7.1,1800,68300,2.7,*,57800,68300,84.6,5.3
pca10:Camborne and Redruth,E14000616,!,38600,!,!,!,38600,!,!,1300,38600,3.4,*,4300,38600,11.2,*,13200,38600,34.1,10.1,2700,38600,6.9,*,3500,38600,9.2,*,10600,38600,27.5,9.6,2600,38600,6.7,*,32600,38600,84.4,7.8
pca10:Central Devon,E14000623,2100,35400,6.0,*,!,35400,!,!,1300,35400,3.8,*,2900,35400,8.1,*,11600,35400,32.9,11.1,1000,35400,2.9,*,6200,35400,17.6,9.0,8500,35400,24.1,10.1,1600,35400,4.6,*,29000,35400,82.0,9.1
pca10:Cheltenham,E14000630,!,57600,!,!,!,57600,!,!,4900,57600,8.4,4.7,!,57600,!,!,7300,57600,12.6,5.6,4900,57600,8.5,4.7,9400,57600,16.3,6.2,27000,57600,47.0,8.4,2600,57600,4.4,*,51200,57600,88.9,5.3
pca10:Chippenham,E14000635,!,41800,!,!,#,41800,1.5,*,5300,41800,12.6,6.1,4600,41800,11.0,5.7,7100,41800,17.0,6.9,3100,41800,7.5,*,6800,41800,16.2,6.8,8900,41800,21.3,7.5,5400,41800,12.9,6.1,31300,41800,74.9,8.0
pca10:Christchurch,E14000638,!,38400,!,!,!,38400,!,!,3500,38400,9.1,5.3,2700,38400,6.9,*,7100,38400,18.5,7.2,4300,38400,11.2,5.8,7000,38400,18.4,7.2,11700,38400,30.4,8.5,1500,38400,4.0,*,31600,38400,82.4,7.0
pca10:Devizes,E14000665,1300,50000,2.5,*,!,50000,!,!,3500,50000,7.0,*,2300,50000,4.7,*,5300,50000,10.5,5.8,4800,50000,9.5,5.6,9000,50000,18.0,7.3,19700,50000,39.4,9.3,3700,50000,7.5,*,42400,50000,84.9,6.8
pca10:East Devon,E14000678,1300,50900,2.6,*,!,50900,!,!,2000,50900,3.9,*,2500,50900,4.9,*,9200,50900,18.0,7.0,4900,50900,9.7,5.4,8400,50900,16.5,6.7,19400,50900,38.1,8.8,2600,50900,5.1,*,44500,50900,87.5,6.0
pca10:Exeter,E14000698,!,65100,!,!,!,65100,!,!,4300,65100,6.5,*,3500,65100,5.4,*,13800,65100,21.2,7.3,3700,65100,5.7,*,6300,65100,9.7,5.3,29500,65100,45.3,8.9,1800,65100,2.7,*,55100,65100,84.6,6.5
pca10:Filton and Bradley Stoke,E14000702,!,49100,!,!,1300,49100,2.6,*,3800,49100,7.7,3.6,3000,49100,6.2,3.2,5500,49100,11.1,4.2,3800,49100,7.8,3.6,11500,49100,23.3,5.7,16400,49100,33.4,6.3,3500,49100,7.1,3.4,40700,49100,82.8,5.0
pca10:Forest of Dean,E14000705,!,44400,!,!,!,44400,!,!,6300,44400,14.2,6.8,2300,44400,5.2,*,8900,44400,20.1,7.9,1000,44400,2.3,*,8800,44400,19.9,7.8,13900,44400,31.2,9.1,1400,44400,3.2,*,34100,44400,76.7,8.3
pca10:Gloucester,E14000712,!,63100,!,!,!,63100,!,!,6100,63100,9.7,5.1,7800,63100,12.4,5.7,13100,63100,20.8,7.0,3100,63100,4.9,*,10000,63100,15.9,6.3,19100,63100,30.2,7.9,3200,63100,5.0,*,48500,63100,76.8,7.3
pca10:Kingswood,E14000774,!,51400,!,!,#,51400,1.6,*,4800,51400,9.4,4.0,3900,51400,7.5,3.7,6200,51400,12.1,4.5,3900,51400,7.6,3.7,9200,51400,17.9,5.3,18400,51400,35.9,6.6,3600,51400,7.0,3.5,41300,51400,80.4,5.5
pca10:Mid Dorset and North Poole,E14000815,!,37200,!,!,1700,37200,4.5,*,4600,37200,12.3,5.1,1000,37200,2.7,*,6200,37200,16.7,5.9,900,37200,2.3,*,7800,37200,21.0,6.4,13100,37200,35.3,7.5,1800,37200,4.8,3.4,29800,37200,80.1,6.3
pca10:Newton Abbot,E14000835,!,46800,!,!,2100,46800,4.5,*,5000,46800,10.6,*,4900,46800,10.5,*,6400,46800,13.8,7.3,2900,46800,6.2,*,7300,46800,15.7,7.7,16400,46800,34.9,10.1,!,46800,!,!,34200,46800,73.1,9.4
pca10:North Cornwall,E14000837,1400,44600,3.0,*,!,44600,!,!,4400,44600,9.9,5.3,2900,44600,6.5,*,17500,44600,39.2,8.6,2200,44600,5.0,*,3900,44600,8.7,5.0,11200,44600,25.2,7.7,1100,44600,2.4,*,35900,44600,80.5,7.0
pca10:North Devon,E14000838,#,45300,4.5,*,!,45300,!,!,7100,45300,15.7,*,4500,45300,9.9,*,12100,45300,26.7,11.0,!,45300,!,!,8700,45300,19.1,9.8,10100,45300,22.3,10.4,!,45300,!,!,31600,45300,69.8,11.4
pca10:North Dorset,E14000839,1500,42300,3.7,*,!,42300,!,!,4800,42300,11.4,5.6,3800,42300,8.9,5.0,6000,42300,14.2,6.1,3500,42300,8.2,4.8,5600,42300,13.1,5.9,12200,42300,28.8,7.9,5000,42300,11.8,5.6,32100,42300,76.0,7.5
pca10:North East Somerset,E14000846,!,47500,!,!,1100,47500,2.3,*,3800,47500,8.0,2.9,3300,47500,7.0,2.7,7300,47500,15.3,3.8,3900,47500,8.2,2.9,9700,47500,20.4,4.3,16500,47500,34.8,5.0,1800,47500,3.8,2.0,39200,47500,82.5,4.0
pca10:North Somerset,E14000850,600,56300,1.1,*,!,56300,!,!,5800,56300,10.4,3.3,4000,56300,7.2,2.8,9500,56300,16.9,4.0,3500,56300,6.2,2.6,12900,56300,22.9,4.5,15100,56300,26.8,4.8,4600,56300,8.1,2.9,45500,56300,80.9,4.2
pca10:North Swindon,E14000851,!,55700,!,!,1100,55700,1.9,*,6700,55700,12.1,3.5,5000,55700,9.0,3.1,8300,55700,14.9,3.9,7400,55700,13.3,3.7,10900,55700,19.5,4.3,14100,55700,25.3,4.7,2000,55700,3.6,2.0,42700,55700,76.7,4.6
pca10:North Wiltshire,E14000860,!,52200,!,!,!,52200,!,!,5300,52200,10.2,5.0,4700,52200,9.0,4.7,8000,52200,15.3,5.9,4800,52200,9.2,4.7,11700,52200,22.4,6.8,13400,52200,25.7,7.2,3100,52200,6.0,3.9,41000,52200,78.5,6.7
"pca10:Plymouth, Moor View",E14000879,!,42300,!,!,!,42300,!,!,4700,42300,11.1,4.4,2600,42300,6.1,3.4,9900,42300,23.3,6.0,3600,42300,8.4,3.9,4700,42300,11.1,4.4,15000,42300,35.5,6.7,1500,42300,3.6,*,34700,42300,81.9,5.4
"pca10:Plymouth, Sutton and Devonport",E14000880,!,48200,!,!,!,48200,!,!,6200,48200,12.8,4.6,2100,48200,4.4,*,11800,48200,24.5,5.9,4100,48200,8.5,3.8,3500,48200,7.3,3.6,17500,48200,36.2,6.6,2700,48200,5.6,3.2,39600,48200,82.1,5.3
pca10:Poole,E14000881,!,48200,!,!,500,48200,1.1,*,4900,48200,10.1,3.4,3800,48200,7.9,3.0,9200,48200,19.1,4.4,3400,48200,7.0,2.8,6800,48200,14.1,3.9,16900,48200,35.1,5.3,2500,48200,5.2,2.5,38900,48200,80.6,4.4
pca10:Salisbury,E14000912,!,47200,!,!,!,47200,!,!,3600,47200,7.5,4.3,2300,47200,4.8,*,5900,47200,12.5,5.4,2700,47200,5.8,*,10000,47200,21.1,6.6,19100,47200,40.6,8.0,3400,47200,7.1,4.2,41100,47200,87.1,5.4
pca10:Somerton and Frome,E14000932,!,53800,!,!,!,53800,!,!,6800,53800,12.6,6.5,3300,53800,6.1,*,12900,53800,24.0,8.4,2900,53800,5.3,*,8900,53800,16.5,7.3,13500,53800,25.0,8.5,2900,53800,5.4,*,41100,53800,76.3,8.3
pca10:South Dorset,E14000936,!,40000,!,!,1800,40000,4.4,*,3500,40000,8.7,*,2900,40000,7.3,*,7500,40000,18.8,7.3,1100,40000,2.8,*,4300,40000,10.6,5.8,16800,40000,41.9,9.2,1800,40000,4.6,*,31500,40000,78.7,7.7
pca10:South East Cornwall,E14000938,!,41600,!,!,!,41600,!,!,3600,41600,8.7,*,3400,41600,8.2,*,9300,41600,22.4,8.9,2900,41600,7.0,*,4900,41600,11.8,6.9,14700,41600,35.4,10.2,1400,41600,3.4,*,33300,41600,80.0,8.6
pca10:South Swindon,E14000947,!,60300,!,!,500,60300,0.8,*,9000,60300,15.0,3.7,3000,60300,5.0,2.3,11200,60300,18.5,4.1,7800,60300,13.0,3.5,11300,60300,18.7,4.1,15000,60300,24.9,4.5,1900,60300,3.2,1.8,47200,60300,78.2,4.3
pca10:South West Devon,E14000950,!,53000,!,!,600,53000,1.2,*,7700,53000,14.5,4.9,3000,53000,5.7,3.2,7100,53000,13.4,4.8,3400,53000,6.4,3.4,4500,53000,8.6,3.9,24500,53000,46.1,7.0,1800,53000,3.4,*,41300,53000,77.9,5.8
pca10:South West Wiltshire,E14000954,#,54700,2.4,*,!,54700,!,!,7000,54700,12.9,5.6,6200,54700,11.4,5.3,9800,54700,17.9,6.4,3400,54700,6.3,*,9500,54700,17.4,6.3,13100,54700,24.0,7.1,3800,54700,6.9,4.2,39700,54700,72.6,7.4
pca10:St Austell and Newquay,E14000961,!,50200,!,!,1700,50200,3.5,*,4400,50200,8.7,*,1700,50200,3.3,*,13200,50200,26.3,7.9,2700,50200,5.3,*,5900,50200,11.7,5.8,18300,50200,36.5,8.6,1700,50200,3.3,*,41800,50200,83.2,6.7
pca10:St Ives,E14000964,1600,48200,3.3,*,!,48200,!,!,1000,48200,2.1,*,5900,48200,12.2,6.4,12300,48200,25.5,8.6,2500,48200,5.2,*,4300,48200,8.9,*,17100,48200,35.4,9.4,2100,48200,4.3,*,38200,48200,79.4,8.0
